target,origin,forecast_date,horizon,weight_source,n_past_origins,w_sarimax,w_tbats_prophet,w_var,w_bilstm
theta,2024-03-01,2024-05-01,2,same_horizon_past_rmse,15,0.40591570893290985,0.1226992853235203,0.36443726842087387,0.10694773732269579
theta,2024-03-01,2024-06-01,3,same_horizon_past_rmse,15,0.371387990318631,0.12934560479760399,0.37201562253831066,0.1272507823454543
theta,2024-03-01,2024-07-01,4,same_horizon_past_rmse,15,0.3359197817277289,0.13861310403288746,0.3638793979690272,0.16158771627035656
theta,2024-03-01,2024-08-01,5,same_horizon_past_rmse,15,0.30194475331764375,0.1343300781907996,0.3666974888784219,0.19702767961313472
theta,2024-03-01,2024-09-01,6,same_horizon_past_rmse,15,0.2765430621380294,0.13077449085165285,0.357003215400899,0.23567923160941878
theta,2024-03-01,2024-10-01,7,same_horizon_past_rmse,15,0.2581408553921712,0.12819848991742672,0.3336875006797903,0.2799731540106118
theta,2024-03-01,2024-11-01,8,same_horizon_past_rmse,15,0.24147510161156696,0.12417094493536347,0.31392529134039576,0.32042866211267385
theta,2024-03-01,2024-12-01,9,same_horizon_past_rmse,15,0.2206558366693149,0.1162936358818318,0.29641999262556196,0.3666305348232914
theta,2024-03-01,2025-01-01,10,same_horizon_past_rmse,15,0.21283458908143804,0.1135208718510539,0.2805507742693856,0.39309376479812247
theta,2024-03-01,2025-02-01,11,same_horizon_past_rmse,15,0.20188767779304911,0.10898168253810474,0.26329673678620585,0.42583390288264034
theta,2024-03-01,2025-03-01,12,same_horizon_past_rmse,15,0.1942052379544731,0.10520182989963718,0.25208009079767085,0.4485128413482189
theta,2024-04-01,2024-05-01,1,same_horizon_past_rmse,16,0.43706766352055904,0.10574896181881953,0.37668626845770053,0.08049710620292089
theta,2024-04-01,2024-06-01,2,same_horizon_past_rmse,16,0.40819801835862213,0.11839382680778307,0.36641619664698943,0.1069919581866053
theta,2024-04-01,2024-07-01,3,same_horizon_past_rmse,16,0.37310509755790955,0.12428136473506204,0.3746549674993579,0.1279585702076705
theta,2024-04-01,2024-08-01,4,same_horizon_past_rmse,16,0.33734525079922084,0.1338525450161506,0.36614882621525835,0.16265337796937024
theta,2024-04-01,2024-09-01,5,same_horizon_past_rmse,16,0.3032397226767776,0.13036021048095714,0.36810241605948335,0.19829765078278183
theta,2024-04-01,2024-10-01,6,same_horizon_past_rmse,16,0.2782020774930907,0.12770078302300192,0.3575600083260608,0.23653713115784653
theta,2024-04-01,2024-11-01,7,same_horizon_past_rmse,16,0.25941399785272096,0.12555860610878644,0.3335589195226997,0.2814684765157929
theta,2024-04-01,2024-12-01,8,same_horizon_past_rmse,16,0.24204333201930933,0.12109738036738817,0.3133217666771004,0.32353752093620225
theta,2024-04-01,2025-01-01,9,same_horizon_past_rmse,16,0.22228736626036805,0.1137911540767112,0.2936958039531197,0.3702256757098011
theta,2024-04-01,2025-02-01,10,same_horizon_past_rmse,16,0.2137570332292513,0.1113489467212357,0.2783901754305428,0.39650384461897015
theta,2024-04-01,2025-03-01,11,same_horizon_past_rmse,16,0.20273890481848303,0.10694998021996868,0.2615344134508768,0.4287767015106715
theta,2024-04-01,2025-04-01,12,same_horizon_past_rmse,16,0.1947954685010099,0.1034052873935843,0.25063304272321374,0.45116620138219204
theta,2024-05-01,2024-06-01,1,same_horizon_past_rmse,17,0.43873814589131455,0.10165773124259943,0.3788489338786057,0.08075518898748038
theta,2024-05-01,2024-07-01,2,same_horizon_past_rmse,17,0.4068503775414883,0.11437680355961716,0.37004658300889576,0.10872623588999888
theta,2024-05-01,2024-08-01,3,same_horizon_past_rmse,17,0.3721828470584476,0.12071777063092463,0.3769733440058954,0.13012603830473235
theta,2024-05-01,2024-09-01,4,same_horizon_past_rmse,17,0.3374323708034615,0.13048086302603076,0.36697973525920335,0.1651070309113045
