target,origin,feature,importance
theta,2024-10-01,origin_month,0.017952999420705298
theta,2024-10-01,origin_quarter,0.006928832557811156
theta,2024-10-01,forecast_month,0.05376415425549994
theta,2024-10-01,forecast_quarter,0.023149989359002508
theta,2024-10-01,forecast_year,0.0030293621190724193
theta,2024-10-01,origin_index,0.04738374150588661
theta,2024-10-01,ensemble_pred,0.035364382572875
theta,2024-10-01,sarimax_pred,0.02235260600838153
theta,2024-10-01,tbats_prophet_pred,0.020954190215152046
theta,2024-10-01,var_pred,0.03353050665905233
theta,2024-10-01,bilstm_pred,0.01641739941227562
theta,2024-10-01,pred_mean,0.035373218334904366
