origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred,residual,rf_residual_pred,final_hybrid_pred,rf_model_used
2024-06-01,2024-07-01,1,563955.0,584280.5679600768,853456.5089830689,586061.3011875304,513180.9854268472,0.4442541194576688,0.0879343990857817,0.3884815986292121,0.0793298828273373,603001.8531217831,-39046.85312178312,-42723.440030166355,560278.4130916167,rolling_rf
2024-06-01,2024-08-01,2,567725.0,581586.1958894155,857803.9092069968,583652.1899964075,509206.23878647614,0.4287572250253043,0.0920987758570871,0.3881538852038533,0.0909901139137551,601241.5722535766,-33516.572253576596,-44850.05054308834,556391.5217104882,rolling_rf
2024-06-01,2024-09-01,3,565870.0,577935.5880293063,861047.1987917596,599269.9429734428,505377.3940512285,0.4042302396649577,0.0945345654981646,0.4008423026449995,0.100392892191878,605966.8061557951,-40096.806155795115,-54189.78877963466,551777.0173761605,rolling_rf
2024-06-01,2024-10-01,4,557710.0,580592.231985956,854587.9689753912,604378.770139817,501861.921051109,0.3805724786664077,0.1094702429466861,0.3823375888772817,0.1276196895096244,609633.5616895292,-51923.56168952922,-60297.89538411012,549335.666305419,rolling_rf
2024-06-01,2024-11-01,5,525185.0,555042.51256835,853202.143136857,564917.9660507959,497458.0350040802,0.3631742482571948,0.1106070645174296,0.3819673488909211,0.1442513383344544,583486.536892983,-58301.536892983015,-54258.720220735784,529227.8166722473,rolling_rf
2024-06-01,2024-12-01,6,440185.0,511792.43357239285,843236.3041133126,557064.4575534272,493676.37092485593,0.3449912873212624,0.1100930121646454,0.3795061136752803,0.1654095868388118,562466.5270853329,-122281.5270853329,-108015.87046536457,454450.65661996836,rolling_rf
2024-06-01,2025-01-01,7,473755.0,529003.769625891,846079.0170437859,575633.2551266997,491679.9247462864,0.3379105061760752,0.1137484091174653,0.3540071111083104,0.1943339735981491,574324.4529593969,-100569.45295939688,-81270.73377382397,493053.71918557293,rolling_rf
2024-06-01,2025-02-01,8,473590.0,522944.5992593788,859653.8565609228,576661.9582548059,488562.62248552666,0.3281336151586133,0.1151659312887272,0.3372956827026682,0.2194047708499913,572297.097989957,-98707.09798995696,-91123.66362415868,481173.43436579825,rolling_rf
2024-06-01,2025-03-01,9,513445.0,539099.2381484708,870800.8412629726,603154.2588392317,485018.4885955997,0.3167766100059453,0.1112654903915484,0.3332473751758213,0.2387105244266848,584442.7031075435,-70997.70310754352,-97936.03503104733,486506.6680764962,rolling_rf
2024-06-01,2025-04-01,10,559835.0,557492.4750535012,890452.5197840086,616894.9046980477,480706.7035624079,0.3138600299456333,0.1118850801238537,0.3272257729174765,0.2470291170130364,595215.4209592191,-35380.420959219104,-71778.54332844485,523436.8776307743,rolling_rf
